	CHD	CardiovascularDisease	PCGC_DeNovoVariants
ATR_005_set18__475	0.1332	0.3308	0.1721
ATR_005_set18__523	0.2203	0.3508	0.2554
ATR_005_set18__527	0.0760	0.2206	0.1139
ATR_005_set18__53	0.4536	-0.5352	0.3357
ATR_005_set18__82	0.1558	0.3416	0.1507
ATR_005_set19__49	-0.0522	-0.1094	0.0157
ATR_005_set1__145	0.2601	-0.3151	0.0675
ATR_005_set1__171	0.3620	0.6138	-0.0842
ATR_005_set1__294	-0.3198	-0.1729	-0.2980
ATR_005_set1__3	0.0949	0.4166	0.2176
ATR_005_set1__412	0.2457	-0.4103	0.1988
ATR_005_set1__424	0.4100	0.5024	0.2247
ATR_005_set1__458	0.1481	0.5650	0.0949
ATR_005_set1__474	0.2121	-0.3223	-0.1178
ATR_005_set1__477	0.0761	-0.6785	0.1492
ATR_005_set1__504	0.1995	0.7348	0.0887
ATR_005_set1__552	-0.2827	-0.5282	-0.2334
ATR_005_set1__647	-0.0296	0.3365	-0.1348
ATR_005_set1__682	-0.0438	-0.6118	0.0142
ATR_005_set1__688	-0.0920	-0.7436	-0.1513
ATR_005_set1__702	0.2340	0.5239	0.1690
ATR_005_set1__710	-0.2962	-0.0677	-0.2137
ATR_005_set20__134	-0.0824	-0.1023	0.4244
ATR_005_set20__148	0.1527	0.7113	0.1409
ATR_005_set20__56	0.0485	0.2456	0.1003
ATR_005_set3__54	-0.4876	-0.7943	-0.5384
ATR_005_set4__251	0.0886	0.4385	0.0458
ATR_005_set4__337	-0.0984	-0.6709	-0.0889
ATR_005_set4__380	0.1269	0.4035	0.0478
ATR_005_set4__471	0.1645	0.6098	0.1549
ATR_005_set4__476	-0.1027	0.2898	-0.1859
ATR_005_set4__491	0.0987	0.3545	0.0440
ATR_005_set4__529	0.2075	0.6471	0.1702
ATR_005_set4__621	-0.0646	-0.6015	-0.2187
ATR_005_set4__626	-0.3213	-0.1150	-0.5202
ATR_005_set4__656	0.0097	-0.6007	-0.0048
ATR_005_set4__701	-0.1517	-0.7334	-0.3683
ATR_005_set4__714	-0.0807	-0.0774	-0.0408
ATR_005_set4__75	0.3352	0.7298	0.1729
ATR_005_set5__108	-0.0234	-0.5698	0.0308
ATR_005_set5__146	0.1730	-0.5490	0.0692
ATR_005_set5__151	0.1818	-0.4912	0.1553
ATR_005_set5__155	0.1367	-0.6641	0.0202
ATR_005_set5__161	0.1555	-0.4230	0.1303
ATR_005_set5__177	-0.6913	-0.5169	-0.4002
ATR_005_set5__190	-0.2944	-0.6980	-0.2674
ATR_005_set5__290	0.1469	-0.5583	0.0640
ATR_005_set5__307	0.0816	-0.4179	0.0942
ATR_005_set5__324	-0.0340	-0.6759	0.0741
ATR_005_set5__387	0.1538	0.4519	-0.0084
ATR_005_set5__469	-0.1657	-0.6164	-0.2386
ATR_005_set5__608	0.2459	-0.5484	0.1353
ATR_005_set5__610	0.1208	-0.5585	0.3771
ATR_005_set5__632	0.1610	-0.5378	0.2008
ATR_005_set5__636	0.3908	-0.3663	0.2679
ATR_005_set5__682	-0.3755	-0.5737	-0.2233
ATR_005_set5__711	-0.1077	-0.6933	-0.2524
ATR_005_set5__740	-0.0471	-0.5756	-0.0352
ATR_005_set5__741	0.2310	-0.5108	0.0470
ATR_005_set5__757	0.1757	-0.5158	0.0436
ATR_005_set5__782	-0.1113	-0.7816	-0.0871
ATR_005_set5__789	0.0348	-0.5928	-0.1717
ATR_005_set6__130	-0.1815	-0.5920	-0.0765
ATR_005_set6__173	0.0748	0.2696	0.0349
ATR_005_set6__229	0.0666	-0.4998	-0.0236
ATR_005_set6__260	-0.2044	-0.7977	-0.1904
ATR_005_set6__52	0.2346	0.7751	0.1196
ATR_005_set6__59	-0.6884	-0.5770	-0.5134
ATR_005_set6__95	0.2870	0.4230	0.1544
ATR_005_set7__126	0.3431	-0.5997	0.1946
ATR_005_set7__163	0.0472	-0.6025	0.0677
ATR_005_set7__17	0.0197	-0.5675	0.0729
ATR_005_set7__237	0.0892	0.3756	0.0864
ATR_005_set7__242	0.0325	0.3948	0.0417
ATR_005_set7__263	-0.0665	0.3997	-0.0834
ATR_005_set7__264	-0.0245	-0.7169	-0.0852
ATR_005_set7__281	0.2726	0.4996	0.1324
ATR_005_set7__316	-0.3110	-0.2727	0.3245
ATR_005_set7__349	0.3487	-0.4580	0.3835
ATR_005_set7__370	-0.2672	-0.1367	-0.2550
ATR_005_set7__372	0.3206	-0.6083	0.0454
ATR_005_set7__56	-0.2347	0.0576	-0.1998
ATR_005_set7__58	0.1248	0.2647	0.1399
ATR_005_set7__90	-0.0234	-0.4730	-0.0305
ATR_005_set8__119	0.1270	0.3562	-0.0914
ATR_005_set8__139	-0.6071	0.2043	-0.2638
ATR_005_set8__162	0.1292	0.5905	-0.0252
ATR_005_set8__181	0.1393	-0.5304	0.1150
ATR_005_set8__182	0.2162	0.2577	0.0947
ATR_005_set8__23	0.2061	-0.5490	0.0889
ATR_005_set8__231	0.0179	-0.6472	-0.0504
ATR_005_set8__267	-0.1806	-0.6621	-0.0336
ATR_005_set8__338	0.1278	0.1077	0.1812
ATR_005_set8__392	0.0293	0.2737	-0.0807
ATR_005_set8__411	-0.0717	0.3278	-0.1569
ATR_005_set8__501	0.1419	-0.5257	0.0940
ATR_005_set8__502	0.0026	-0.6475	0.3140
ATR_005_set8__505	0.0953	-0.5591	0.1605
ATR_005_set8__512	-0.0174	-0.6805	-0.1213
ATR_005_set8__518	-0.2691	0.1789	-0.4868
ATR_005_set8__543	0.0490	0.3594	-0.0180
ATR_005_set8__55	-0.2381	-0.6868	-0.1495
ATR_005_set8__562	-0.3096	-0.8674	-0.2770
ATR_005_set8__642	-0.2624	0.3989	-0.2716
ATR_005_set8__671	-0.0116	-0.6913	-0.0662
ATR_005_set8__684	-0.0704	0.3707	-0.0992
ATR_005_set8__701	-0.0527	-0.6645	-0.1507
ATR_005_set8__72	0.2972	0.6325	0.1660
ATR_005_set8__96	-0.2939	-0.7624	-0.4429
ATR_005_set9__128	-0.1003	0.4691	-0.0581
ATR_005_set9__192	0.0451	0.6184	0.0610
ATR_005_set9__193	-0.1656	0.4624	-0.1883
ATR_005_set9__215	-0.1259	0.4087	-0.1757
ATR_005_set9__46	-0.0944	0.4364	-0.1121
ATR_005_set9__67	0.4909	-0.4094	0.5771
ATR_005_set9__88	0.3718	-0.5803	0.2106
ATR_006_set11__306	0.5414	-0.1430	0.2484
ATR_006_set11__325	-0.0451	-0.0033	0.5128
ATR_006_set11__455	0.0478	0.2408	0.0283
ATR_006_set11__506	-0.0706	0.1536	-0.0356
ATR_006_set11__54	0.4567	-0.3854	0.5957
ATR_006_set11__568	-0.2431	-0.5467	-0.3146
ATR_006_set15__117	0.0548	-0.5685	0.1148
ATR_006_set15__123	-0.0305	-0.3164	0.0840
ATR_006_set15__228	0.1832	-0.5427	0.1597
ATR_006_set15__252	0.1728	-0.8096	-0.0607
ATR_006_set15__287	0.3161	-0.4894	0.2662
ATR_006_set15__291	-0.1806	-0.6266	-0.1323
ATR_006_set15__312	0.3881	-0.5210	0.4991
ATR_006_set15__318	0.0409	-0.6521	-0.0337
ATR_006_set15__331	0.0641	-0.5422	0.1071
ATR_006_set15__363	0.1535	-0.5397	0.4010
ATR_006_set16__202	-0.1461	-0.8767	-0.3369
ATR_006_set16__251	0.3321	-0.3528	0.3240
ATR_006_set16__303	0.0097	-0.4228	0.1650
ATR_006_set16__605	0.3260	-0.6807	0.1651
ATR_006_set16__619	-0.0656	-0.3641	-0.3912
ATR_006_set16__628	0.0035	-0.3463	0.1152
ATR_006_set16__648	-0.0958	-0.6182	-0.0168
ATR_006_set16__671	0.3193	-0.4338	0.5198
ATR_006_set16__757	0.0025	-0.6094	0.1073
ATR_006_set16__785	-0.1474	-0.5825	-0.1578
ATR_006_set16__859	-0.1364	-0.6951	-0.1654
ATR_006_set16__923	-0.0508	-0.5978	0.1368
ATR_006_set17__126	0.2699	-0.1419	0.2098
ATR_006_set17__128	0.4416	-0.3333	0.4464
ATR_006_set17__129	0.3341	-0.4770	0.2356
ATR_006_set17__134	0.3441	-0.1719	0.1845
ATR_006_set17__154	-0.0483	-0.5660	-0.0409
ATR_006_set17__196	0.0482	-0.6526	-0.1168
ATR_006_set17__231	-0.1129	-0.5551	0.0719
ATR_006_set17__265	0.0341	-0.7470	0.0792
ATR_006_set17__434	0.0055	-0.5874	0.0242
ATR_006_set17__442	-0.3921	-0.6366	-0.3770
ATR_006_set17__53	0.1888	-0.4174	0.2507
ATR_006_set17__543	0.4311	-0.4051	0.3287
ATR_006_set17__568	0.3360	-0.4790	0.4733
ATR_006_set17__592	0.3468	-0.3634	0.4261
ATR_006_set17__681	0.3680	-0.2369	0.3687
ATR_006_set17__894	-0.0253	-0.5889	-0.0174
ATR_006_set18__345	0.1758	-0.7183	0.1232
ATR_006_set19__20	0.2259	0.6134	0.1497
ATR_006_set19__219	0.1001	0.3443	0.0852
ATR_006_set19__227	-0.1959	0.4593	0.1307
ATR_006_set19__23	-0.0628	0.0995	-0.0032
ATR_006_set19__246	-0.2065	0.0946	-0.2647
ATR_006_set19__265	-0.0215	-0.5405	-0.0682
ATR_006_set19__267	0.4443	-0.3948	0.3161
ATR_006_set19__274	-0.1291	0.0154	-0.1926
ATR_006_set19__290	0.2219	0.7693	0.2049
ATR_006_set19__313	0.2155	-0.6555	-0.0830
ATR_006_set19__338	-0.1451	-0.0595	-0.1580
ATR_006_set19__391	-0.3404	-0.0934	-0.3208
ATR_006_set19__60	0.2751	0.8266	0.2171
ATR_006_set19__9	0.3172	-0.6003	0.1714
ATR_006_set1__252	-0.2914	-0.7757	-0.2547
ATR_006_set1__861	0.0359	-0.6278	0.0415
ATR_006_set20__106	0.1859	0.8168	0.2077
ATR_006_set20__182	-0.0388	0.1669	0.0046
ATR_006_set20__222	-0.2007	0.0754	-0.1953
ATR_006_set20__240	0.0290	0.3586	0.0388
ATR_006_set20__259	0.3071	0.6087	0.2425
ATR_006_set20__344	0.2587	0.4377	0.2256
ATR_006_set20__449	0.0153	0.5653	0.0052
ATR_006_set20__495	-0.3369	-0.0506	-0.3383
ATR_006_set20__9	-0.3631	-0.7739	-0.3142
ATR_006_set3__122	0.1886	0.3538	0.1372
ATR_006_set3__134	0.1203	0.5469	0.0336
ATR_006_set3__205	0.1692	0.6506	0.1103
ATR_006_set3__238	0.2799	0.7236	0.2066
ATR_006_set3__311	-0.0844	-0.5194	-0.0996
ATR_006_set3__36	0.2412	-0.5147	0.2300
ATR_006_set3__465	0.3977	-0.3478	0.1993
ATR_006_set3__477	-0.2055	0.0320	-0.2706
ATR_006_set3__494	0.0597	-0.6763	0.1293
ATR_006_set3__505	0.2607	0.5400	0.2141
ATR_006_set3__54	0.0582	0.4548	0.0518
ATR_006_set3__686	-0.0371	0.1309	0.0316
ATR_006_set3__688	0.0739	0.5085	0.0967
ATR_006_set3__725	0.0451	-0.4247	0.1648
ATR_006_set3__88	0.3194	0.9304	0.2061
ATR_006_set5__158	-0.5168	-0.6175	-0.0963
ATR_006_set5__190	-0.3390	-0.0238	-0.3599
ATR_006_set5__194	-0.0422	-0.4623	0.0120
ATR_006_set5__207	0.1457	0.6933	0.0565
ATR_006_set5__216	0.0100	0.2893	0.0183
ATR_006_set5__289	-0.2053	0.3478	-0.2966
ATR_006_set5__336	0.0025	-0.7778	-0.0685
ATR_006_set5__483	0.1710	-0.6536	0.2365
ATR_006_set5__487	0.0172	-0.6345	-0.2962
ATR_006_set5__492	0.4416	-0.5190	0.6223
ATR_006_set5__526	-0.0292	-0.6417	-0.0280
ATR_006_set5__551	0.1152	-0.1755	0.1536
ATR_006_set5__553	-0.2587	-0.0772	-0.1610
ATR_006_set6__159	-0.3990	-0.2345	-0.3243
ATR_006_set6__22	-0.3409	-0.8058	-0.2405
ATR_006_set6__286	0.3984	0.8135	0.3435
ATR_006_set7__197	-0.2967	-0.0922	-0.2524
ATR_006_set7__202	-0.2195	-0.4253	-0.2039
ATR_006_set7__226	0.0667	0.3358	0.0652
ATR_006_set7__274	-0.0756	0.0514	-0.0447
ATR_006_set7__277	0.1465	0.6782	0.1054
ATR_006_set7__329	-0.2699	-0.0089	-0.2781
ATR_006_set7__379	-0.3187	0.2846	-0.2776
ATR_006_set7__391	-0.2892	-0.8086	-0.4982
ATR_006_set7__76	0.3132	0.5321	0.1913
ATR_006_set7__84	-0.1913	-0.0173	-0.2200
ATR_006_set7__91	0.5335	-0.0564	0.7197
ATR_006_set8__234	0.1792	0.6611	0.1164
ATR_006_set8__239	0.3643	-0.5433	0.2990
ATR_006_set8__251	0.5624	1.0369	0.2551
ATR_006_set8__281	0.0049	0.2654	-0.0444
ATR_006_set8__367	-0.2179	0.1882	-0.1898
ATR_006_set8__475	0.0771	0.3231	0.0772
ATR_006_set8__535	-0.2512	0.0704	-0.2995
ATR_006_set8__561	-0.0581	0.1200	-0.1508
ATR_006_set8__606	0.3098	0.4438	0.2539
ATR_006_set8__608	0.2803	-0.4523	0.2408
ATR_006_set8__618	-0.0465	0.1532	-0.0434
ATR_006_set8__683	-0.3350	-0.7516	-0.2784
ATR_006_set8__723	-0.2708	-0.0500	-0.3029
ATR_006_set8__811	-0.3160	-0.7041	-0.3114
ATR_006_set8__814	0.0650	0.5912	0.0396
ATR_006_set8__859	0.2127	0.7294	0.0975
ATR_006_set8__876	0.2132	0.6018	0.1358
ATR_006_set9__101	-0.7366	0.0003	-0.6175
ATR_006_set9__5	0.3841	-0.4919	0.3469
ATR_006_set9__61	0.4373	-0.5473	0.3739
ATR_006_set9__89	0.1691	-0.6063	0.3011
ATR_007_set10__110	0.2043	0.4345	0.0626
ATR_007_set10__124	0.0360	0.1147	0.0225
ATR_007_set10__167	0.3668	-0.4119	0.2285
ATR_007_set10__22	0.2945	-0.4282	0.2697
ATR_007_set10__239	-0.1924	0.1083	-0.1114
ATR_007_set10__42	-0.3264	-0.7367	-0.3500
ATR_007_set10__51	-0.5013	-0.8076	-0.4714
ATR_007_set10__94	0.4278	-0.3608	0.8314
ATR_007_set11__153	-0.0378	-0.6380	0.0749
ATR_007_set11__177	-0.2402	0.0107	-0.2917
ATR_007_set11__191	0.0421	0.4870	-0.0205
ATR_007_set11__212	-0.0262	-0.5548	-0.1589
ATR_007_set11__323	-0.3716	0.0203	-0.4154
ATR_007_set11__38	-0.0953	0.3284	-0.1467
ATR_007_set11__92	0.1320	0.5872	0.0657
ATR_007_set12__20	-0.0783	0.3071	-0.0630
ATR_007_set12__358	0.1800	0.6310	0.1474
ATR_007_set12__399	0.0311	-0.7148	0.1875
ATR_007_set12__430	-0.0599	0.1687	0.0163
ATR_007_set12__439	0.1492	-0.5492	0.1076
ATR_007_set12__470	-0.0468	-0.7728	-0.3201
ATR_007_set12__48	0.1372	0.6678	0.1128
ATR_007_set12__499	-0.2559	0.0017	-0.2617
ATR_007_set12__502	0.1991	-0.4721	0.1376
ATR_007_set12__99	-0.0953	0.1804	-0.0736
ATR_007_set13__173	-0.3099	-0.5531	0.0040
ATR_007_set13__215	0.2796	-0.4311	0.2098
ATR_007_set13__333	-0.4113	-0.7945	-0.3148
ATR_007_set13__388	0.3912	-0.2886	0.3722
ATR_007_set13__474	0.1087	-0.3336	0.1827
ATR_007_set13__525	0.0478	-0.5840	0.0845
ATR_007_set13__577	0.3680	-0.2965	0.3325
ATR_007_set13__598	0.0103	-0.6543	-0.1852
ATR_007_set13__619	0.1013	-0.7110	0.1045
ATR_007_set13__78	0.0771	-0.5340	0.1457
ATR_007_set15__134	0.1982	-0.5822	0.1978
ATR_007_set15__157	0.0764	-0.6207	-0.1173
ATR_007_set15__182	-0.1703	-0.6435	-0.1844
ATR_007_set15__284	-0.1252	-0.6757	-0.1768
ATR_007_set15__293	-0.2171	-0.6400	-0.1778
ATR_007_set15__419	-0.1245	-0.7552	-0.1949
ATR_007_set15__44	-0.1480	-0.5770	0.0056
ATR_007_set15__77	-0.2046	-0.6873	-0.1946
ATR_007_set16__108	-0.1576	-0.7270	0.2362
ATR_007_set16__169	0.5458	-0.3481	0.2159
ATR_007_set16__180	-0.1173	-0.3571	0.0673
ATR_007_set16__250	0.0159	-0.6524	-0.1428
ATR_007_set16__268	0.2200	-0.5212	0.0922
ATR_007_set17__135	0.3020	-0.5024	0.4116
ATR_007_set17__160	-0.3454	-0.8117	-0.4146
ATR_007_set18__108	-0.1590	0.0903	-0.1441
ATR_007_set18__119	-0.2432	0.4909	-0.2808
ATR_007_set18__130	-0.5262	0.1878	-0.4321
ATR_007_set18__196	-0.1671	0.2266	-0.1782
ATR_007_set18__344	-0.0003	0.1303	-0.0332
ATR_007_set18__372	-0.4814	-0.1645	-0.4103
ATR_007_set18__415	-0.4372	-0.6408	-0.6847
ATR_007_set19__130	-0.0948	0.1023	-0.0303
ATR_007_set19__139	-0.0745	-0.7684	-0.0723
ATR_007_set19__282	0.0280	-0.4191	-0.0302
ATR_007_set19__286	-0.1434	0.2239	-0.1016
ATR_007_set19__316	-0.2950	-0.2181	-0.2897
ATR_007_set19__320	-0.3470	-0.7692	-0.5327
ATR_007_set19__380	-0.1228	-0.0228	-0.1460
ATR_007_set19__42	-0.0365	0.1450	0.0615
ATR_007_set19__80	0.0546	0.1506	0.1414
ATR_007_set19__87	-0.2953	-0.0594	-0.3069
ATR_007_set19__95	-0.0755	-0.5673	-0.1635
ATR_007_set1__127	-0.1279	-0.6306	-0.1571
ATR_007_set20__106	0.0589	-0.6887	-0.0479
ATR_007_set20__18	0.2576	0.4249	0.2922
ATR_007_set20__197	-0.0793	-0.7134	-0.0697
ATR_007_set20__285	-0.0780	-0.6811	-0.1097
ATR_007_set20__309	0.2834	-0.4424	0.2639
ATR_007_set20__373	0.2326	0.5839	0.2134
ATR_007_set20__389	0.4976	-0.4319	0.4489
ATR_007_set20__481	0.2070	0.5126	0.0748
ATR_007_set20__484	0.2031	-0.5803	0.3828
ATR_007_set20__517	0.1267	0.3350	0.0393
ATR_007_set20__53	0.0252	-0.5887	0.0172
ATR_007_set20__75	-0.0798	-0.6594	-0.0957
ATR_007_set21__188	-0.0970	-0.5342	-0.0494
ATR_007_set21__228	0.1880	0.7029	0.1755
ATR_007_set21__75	0.2796	-0.7361	0.0314
ATR_007_set21__78	-0.0372	0.5260	-0.0611
ATR_007_set3__16	-0.1121	-0.6341	-0.0735
ATR_007_set3__175	0.2300	0.5193	0.1637
ATR_007_set3__290	0.0752	0.4095	0.0508
ATR_007_set3__326	0.2181	-0.4702	0.2886
ATR_007_set3__367	0.0089	-0.6418	-0.0575
ATR_007_set3__425	-0.0355	0.2187	-0.4006
ATR_007_set3__452	0.1692	0.4534	0.1729
ATR_007_set3__506	-0.1632	0.0227	-0.0083
ATR_007_set3__509	0.1234	0.2068	0.1103
ATR_007_set3__59	0.1594	0.3457	0.1090
ATR_007_set5__124	-0.0599	0.5287	-0.0767
ATR_007_set5__190	0.2194	-0.4598	0.5486
ATR_007_set5__201	0.2224	0.4861	0.2393
ATR_007_set5__275	0.1685	0.6029	0.0734
ATR_007_set5__323	-0.0071	-0.5208	0.1407
ATR_007_set5__419	0.0438	-0.6498	-0.0128
ATR_007_set5__426	0.3900	-0.5529	0.2030
ATR_007_set5__445	0.3881	-0.5266	0.4174
ATR_007_set5__453	-0.0087	-0.6898	-0.0907
ATR_007_set5__582	0.3975	0.6322	0.2732
ATR_007_set5__611	-0.1836	0.0002	-0.3228
ATR_007_set5__652	0.1707	0.3689	0.1205
ATR_007_set5__655	0.3534	-0.5031	0.3011
ATR_007_set5__734	-0.0627	-0.6394	0.0230
ATR_007_set5__787	0.4144	0.6221	0.3482
ATR_007_set5__810	0.3709	-0.4024	0.2009
ATR_007_set5__823	-0.1280	-0.6308	0.0040
ATR_007_set5__831	-0.0281	0.2593	-0.1381
ATR_007_set5__900	0.4612	-0.4145	0.3663
ATR_007_set6__216	-0.1310	0.0572	-0.1578
ATR_007_set6__305	0.0114	0.2805	0.0437
ATR_007_set6__376	0.3226	0.6239	0.0941
ATR_007_set6__377	-0.0002	-0.6113	0.1656
ATR_007_set6__440	-0.3010	-0.1159	-0.2388
ATR_007_set6__445	0.1181	0.5425	0.0218
ATR_007_set6__479	0.3218	0.6106	0.2530
ATR_007_set6__486	0.6170	-0.6319	0.0847
ATR_007_set6__540	0.1225	0.3443	0.0822
ATR_007_set6__577	-0.1203	0.3260	-0.2083
ATR_007_set6__636	0.0913	-0.5984	0.0289
ATR_007_set6__67	0.3052	0.5252	0.1183
ATR_007_set7__206	-0.1332	0.3460	-0.1960
ATR_007_set7__228	0.1487	0.6299	0.0853
ATR_007_set7__307	-0.0731	0.4098	-0.1157
ATR_007_set7__450	-0.0929	-0.7220	0.0047
ATR_007_set8__112	-0.0141	-0.5883	0.0152
ATR_007_set8__113	-0.2294	-0.7641	-0.1781
ATR_007_set8__156	0.0432	0.5149	0.0167
ATR_007_set8__165	0.0021	0.4748	-0.0287
ATR_007_set8__196	0.0824	-0.6527	0.1984
ATR_007_set8__251	-0.0517	-0.5640	-0.0783
ATR_007_set8__269	-0.2041	-0.8026	-0.2426
ATR_007_set8__303	0.1031	-0.5921	0.2220
ATR_007_set8__325	-0.2283	0.7914	-0.2855
ATR_007_set8__338	0.1539	0.6518	0.0159
ATR_007_set8__428	-0.0709	-0.6321	-0.1981
ATR_007_set8__470	0.2169	-0.5104	0.2732
ATR_007_set8__50	-0.3581	-0.4799	-0.4733
ATR_007_set8__571	0.1686	-0.5666	0.1827
ATR_007_set8__593	-0.1821	0.1611	-0.1442
ATR_007_set8__683	0.0506	0.3063	-0.1247
ATR_007_set8__706	-0.1228	-0.6327	-0.1705
ATR_007_set8__78	0.2681	-0.3547	0.2030
ATR_007_set8__92	-0.0276	-0.5592	0.0072
ATR_007_set9__149	0.3793	-0.4689	0.1990
ATR_007_set9__174	0.2974	-0.6114	0.2613
ATR_007_set9__239	-0.0589	0.2418	-0.0987
ATR_007_set9__247	0.0157	0.2896	0.0331
ATR_007_set9__286	0.1958	0.6486	0.1325
ATR_007_set9__288	-0.0262	0.1960	0.0251
ATR_007_set9__299	0.4980	-0.4354	0.4515
ATR_007_set9__353	0.1778	0.6135	0.1291
ATR_007_set9__63	-0.0876	0.1153	-0.0467
ATR_008_set10__214	-0.1763	-0.0322	-0.3290
ATR_008_set10__277	-0.0362	0.2706	-0.0404
ATR_008_set10__338	0.2229	0.2517	0.1885
ATR_008_set10__354	0.2359	0.4465	0.1224
ATR_008_set10__426	0.1218	0.3988	0.1146
ATR_008_set10__440	0.1494	0.4231	0.1343
ATR_008_set10__474	0.1962	0.4622	0.1386
ATR_008_set10__542	-0.5519	0.1950	-0.4217
ATR_008_set10__560	-0.1363	0.1624	-0.2433
ATR_008_set10__650	-0.1806	-0.0470	-0.1684
ATR_008_set10__751	0.1566	0.4159	0.1026
ATR_008_set10__754	-0.0453	0.2082	-0.1270
ATR_008_set10__759	0.0206	0.3389	0.0467
ATR_008_set10__802	0.1761	-0.7672	-0.0245
ATR_008_set10__831	0.0327	-0.5196	-0.0725
ATR_008_set10__94	0.1778	-0.5386	0.1370
ATR_008_set11__37	-0.1229	0.1732	-0.1214
ATR_008_set12__129	0.2012	0.5842	0.1632
ATR_008_set12__174	0.0435	0.5651	0.0141
ATR_008_set12__176	0.3228	-0.5291	0.3513
ATR_008_set12__187	0.2631	0.4904	0.2477
ATR_008_set12__328	0.1497	0.4025	0.1203
ATR_008_set12__467	-0.0068	0.2509	-0.0173
ATR_008_set12__488	0.0241	0.0575	-0.0734
ATR_008_set12__522	0.1211	0.5878	0.1442
ATR_008_set12__546	-0.1252	0.1033	-0.1119
ATR_008_set12__579	-0.1417	0.0570	-0.1064
ATR_008_set12__598	0.0191	0.3133	-0.1095
ATR_008_set12__625	-0.0191	0.0283	0.0873
ATR_008_set12__658	-0.2058	0.2387	-0.2991
ATR_008_set12__706	-0.1953	0.0818	-0.2244
ATR_008_set13__102	0.4141	-0.2514	0.3527
ATR_008_set13__107	0.3873	-0.2138	0.1777
ATR_008_set13__175	0.2092	-0.2216	0.2300
ATR_008_set13__201	-0.0806	-0.5518	-0.0271
ATR_008_set13__298	0.1685	-0.4595	0.1012
ATR_008_set13__311	0.0682	-0.5312	0.3032
ATR_008_set13__321	0.4837	-0.2442	0.4721
ATR_008_set13__354	0.0124	-0.5605	-0.0257
ATR_008_set13__361	-0.2301	-0.6064	0.3080
ATR_008_set13__408	-0.1361	-0.6788	0.0814
ATR_008_set13__461	0.0985	-0.5815	0.4482
ATR_008_set13__505	-0.2602	-0.8185	-0.2936
ATR_008_set13__548	0.1216	-0.4801	0.1544
ATR_008_set13__660	0.0349	-0.5545	0.1507
ATR_008_set13__669	0.2276	-0.6206	0.2580
ATR_008_set13__762	0.1962	-0.4376	0.1766
ATR_008_set13__769	0.1426	-0.4815	0.0030
ATR_008_set13__771	0.1667	-0.4895	0.3044
ATR_008_set13__79	0.2014	-0.5067	0.0892
ATR_008_set13__801	0.0831	-0.5119	-0.0011
ATR_008_set13__912	0.1096	-0.6250	0.0917
ATR_008_set14__100	-0.2452	-0.5535	-0.2301
ATR_008_set14__161	-0.2065	-0.6531	-0.0074
ATR_008_set14__21	-0.3676	-0.7857	-0.4297
ATR_008_set14__282	0.1097	-0.5574	0.0740
ATR_008_set14__301	-0.0609	-0.3925	0.1102
ATR_008_set14__307	0.2236	-0.3128	0.1933
ATR_008_set14__358	0.0012	-0.7128	-0.2140
ATR_008_set14__402	-0.0818	-0.4135	-0.3182
ATR_008_set14__423	0.1259	-0.7080	0.2894
ATR_008_set14__44	0.0547	-0.5697	0.2470
ATR_008_set14__79	0.3848	-0.6683	0.6679
ATR_008_set15__114	0.3924	-0.3324	0.3801
ATR_008_set15__132	0.0626	-0.4831	0.2091
ATR_008_set15__185	0.4005	-0.2557	0.3455
ATR_008_set15__240	0.4873	-0.2094	0.5058
ATR_008_set15__300	-0.0467	-0.4850	-0.0877
ATR_008_set15__337	0.1939	-0.3031	0.2972
ATR_008_set15__347	0.3882	-0.1865	0.7806
ATR_008_set15__453	0.3874	-0.5406	0.3003
ATR_008_set15__494	-0.1302	-0.4876	-0.0163
ATR_008_set15__592	0.5448	-0.3081	0.5221
ATR_008_set15__672	0.0056	-0.4957	0.1417
ATR_008_set15__721	0.4733	-0.5285	0.1930
ATR_008_set15__754	0.3203	-0.2350	0.3466
ATR_008_set15__809	0.1162	-0.7006	-0.1031
ATR_008_set15__822	0.0527	-0.3013	-0.1165
ATR_008_set15__879	-0.6016	-0.7627	-0.3328
ATR_008_set15__888	0.1102	-0.7197	0.0207
ATR_008_set15__932	-0.1934	-0.6622	-0.1704
ATR_008_set18__148	0.3257	-0.5612	0.1299
ATR_008_set18__158	0.1967	0.6024	0.1939
ATR_008_set18__276	-0.3907	0.2951	-0.2615
ATR_008_set18__30	0.0512	0.4777	0.0619
ATR_008_set18__323	-0.0902	0.1002	0.0114
ATR_008_set18__384	-0.2444	-0.0914	-0.1355
ATR_008_set18__420	0.3617	-0.5383	0.2685
ATR_008_set18__455	-0.3134	-0.0059	-0.3118
ATR_008_set18__471	-0.0105	0.2297	-0.0229
ATR_008_set18__49	0.3544	-0.5809	0.2793
ATR_008_set18__576	0.0208	-0.5998	-0.4896
ATR_008_set18__605	0.0146	-0.7671	0.2140
ATR_008_set18__676	0.1030	0.1158	0.0666
ATR_008_set1__102	-0.5794	-0.4523	-0.5251
ATR_008_set1__126	-0.0343	0.2213	-0.0597
ATR_008_set1__133	-0.1857	-0.6672	-0.0191
ATR_008_set1__234	-0.1405	-0.2042	0.1265
ATR_008_set1__243	-0.2741	0.0060	-0.1770
ATR_008_set1__329	-0.0911	-0.0860	-0.0290
ATR_008_set1__367	0.0698	0.3474	0.0124
