	Atrial_septal_defect	Atrioventricular_septal_defect	DilatedCardiomyopathy	Familial_thoracic_aortic_aneurysm_and_aortic_dissection	HypertrophicCardiomyopathy	Malformation_of_the_outflow_tract	PCGC_DeNovoVariants	Single_ventricle_disease	Valve_defects	Ventricular_septal_defect
ATR_003_set18__81	0.2468	0.1966	-0.4191	0.3217	-0.5858	0.2797	0.2264	0.3111	0.3788	0.2957
ATR_003_set18__97	-0.1274	-0.0724	0.3901	-0.2974	0.3969	-0.0426	0.0655	-0.1203	-0.1173	-0.0577
ATR_003_set19__169	-0.2392	-0.3514	-0.7095	0.4994	-0.9752	-0.2155	-0.2353	-0.2908	-0.1993	-0.2519
ATR_003_set19__210	-0.1337	-0.0071	0.1644	-0.2225	0.1465	-0.1528	-0.1565	-0.2349	-0.1821	-0.1551
ATR_003_set19__222	0.0076	0.1347	0.4290	-0.1682	0.5179	0.0383	0.1180	0.0594	-0.0665	-0.0692
ATR_003_set19__261	0.0909	0.1553	-0.4646	-0.0143	-0.6615	0.1844	0.0587	0.0460	0.1304	0.0145
ATR_003_set19__323	-0.0972	-0.0457	0.2946	-0.2116	0.3235	-0.0678	-0.0568	-0.0579	-0.1284	-0.0705
ATR_003_set19__324	0.5024	0.4969	0.8462	0.8389	0.8034	0.5223	0.9757	0.3856	0.2834	0.1607
ATR_003_set19__342	-0.3969	-0.3454	-0.0199	-0.4202	0.0347	-0.3745	-0.3586	-0.5179	-0.3889	-0.3847
ATR_003_set19__363	-0.1524	-0.0777	0.3080	-0.3470	0.3330	-0.1040	-0.0695	-0.0965	-0.1465	-0.0783
ATR_003_set19__379	-0.1917	-0.1096	0.1981	-0.3043	0.2736	-0.1528	-0.1443	-0.2258	-0.2214	-0.1734
ATR_003_set19__401	-0.0475	-0.0366	0.4571	-0.2067	0.4966	-0.0916	-0.0183	-0.0813	-0.0969	-0.0617
ATR_003_set19__405	-0.1224	-0.0089	0.1845	-0.1645	0.2278	-0.0885	-0.0931	-0.1166	-0.1456	-0.1051
ATR_003_set19__426	0.0430	0.1308	0.3622	-0.1485	0.3838	-0.0211	0.0945	-0.1542	-0.0515	-0.0444
ATR_003_set19__439	0.0784	0.1313	-0.0432	0.3648	0.1091	0.1895	-0.0202	0.1228	0.0868	0.1336
ATR_003_set19__551	-0.1847	-0.4351	-0.7036	-0.1107	-0.6424	-0.3416	0.0566	-0.5185	-0.2159	-0.3500
ATR_003_set19__68	0.6450	0.5666	-0.1604	0.5683	-0.2426	0.4402	0.5963	0.5126	0.6976	0.4217
ATR_003_set19__72	0.0400	0.0721	0.4822	-0.0066	0.5183	0.0732	0.0475	0.1287	-0.0258	-0.0272
ATR_003_set1__123	0.3895	0.3769	0.8517	0.5556	0.8877	0.4626	0.3818	0.6390	0.4337	0.0624
ATR_003_set1__183	0.0454	0.2426	0.1110	-0.0188	0.4478	0.1462	-0.0941	0.1406	0.0190	0.0507
ATR_003_set1__210	0.3896	0.4152	0.6517	0.5044	0.7884	0.4648	0.3962	0.2783	0.3548	0.3014
ATR_003_set1__221	0.1364	0.1322	0.3974	-0.0022	0.5360	0.1683	0.1337	0.1627	0.0919	0.0665
ATR_003_set1__254	0.0492	-0.1270	0.3378	-0.3267	0.2401	0.0355	-0.0297	0.0324	-0.0589	-0.0550
ATR_003_set1__333	0.4656	0.4967	-0.2516	0.5363	-0.3743	0.4855	0.4194	0.3819	0.6092	0.4262
ATR_003_set1__334	0.6335	0.5473	-0.2373	0.7193	-0.3423	0.5310	0.5011	0.5054	0.7132	0.5347
ATR_003_set1__393	0.3369	0.4251	0.6601	0.0531	0.6989	0.3749	0.3971	0.4855	0.2892	0.3218
ATR_003_set1__432	-0.0165	-0.1470	0.4226	-0.3781	0.1914	-0.0055	-0.0249	-0.1150	-0.1013	-0.0381
ATR_003_set1__456	0.2237	0.3185	0.5844	0.0072	0.5900	0.2453	0.1906	0.1969	0.2041	0.0691
ATR_003_set1__470	0.5448	0.5947	-0.2324	0.5570	-0.3328	0.5498	0.5855	0.4857	0.6855	0.5742
ATR_003_set1__478	0.6140	0.6270	-0.2352	0.5273	-0.3848	0.5844	0.5267	0.5374	0.7150	0.5642
ATR_003_set1__505	0.1014	0.1216	0.4957	-0.0989	0.5314	0.1851	0.1382	0.1377	0.0782	0.0896
ATR_003_set1__513	0.1689	0.1931	0.6183	-0.0056	0.5690	0.2409	0.2341	0.2295	0.1632	0.1641
ATR_003_set1__67	0.2885	0.3582	0.5946	0.1191	0.5889	0.3438	0.3390	0.1918	0.2365	0.2905
ATR_003_set1__69	-0.3664	-0.1490	-0.0224	-0.5298	-0.0311	-0.3058	-0.2960	-0.4504	-0.3848	-0.3041
ATR_003_set1__73	-0.1543	-0.0946	-0.5811	-0.1099	-0.6214	-0.0721	-0.2550	-0.1333	-0.1726	-0.1920
ATR_003_set1__817	0.4259	0.4752	0.7298	0.1750	0.7799	0.4618	0.5133	0.2819	0.3718	0.3901
ATR_003_set1__828	-0.3507	-0.3471	0.0508	-0.4312	0.0715	-0.2897	-0.2829	-0.3738	-0.3179	-0.1384
ATR_003_set1__888	0.1891	0.1907	0.5664	0.0139	0.5767	0.1970	0.1588	0.1600	0.1492	0.1584
ATR_003_set2__113	-0.1456	-0.0727	0.2393	-0.2157	0.2591	-0.1229	-0.1225	-0.1192	-0.2070	-0.1519
ATR_003_set2__114	-0.4932	-0.1739	-0.6256	-0.9079	-0.9765	-0.0092	-0.2880	-0.6357	-0.3103	-0.2028
ATR_003_set2__169	-0.1041	0.2333	0.1502	-0.0154	0.0912	0.0645	-0.1991	-0.2490	-0.1257	0.0244
ATR_003_set2__176	-0.1997	-0.0263	-0.2991	-0.0276	-0.5763	-0.1633	0.4436	-0.1836	-0.0197	-0.0714
ATR_003_set2__19	-0.0434	0.0347	-0.5478	-0.0100	-0.7605	-0.0095	0.0312	-0.1113	-0.0186	-0.0542
ATR_003_set2__304	0.1149	0.2767	0.3853	-0.0213	0.4539	0.1654	0.1843	-0.1326	0.1021	0.1237
ATR_003_set2__510	-0.1130	-0.0974	0.3369	-0.4018	0.2741	-0.1302	-0.0816	-0.2253	-0.1530	-0.0661
ATR_003_set4__1	-0.5960	-1.1513	-1.0684	-0.0377	-0.7710	-0.5337	-0.3698	-0.6782	-0.4551	-0.7320
ATR_003_set4__80	0.0595	0.4407	-0.6532	0.6817	-0.7152	0.2898	0.3935	-0.2725	0.2089	0.2082
ATR_003_set5__205	-0.0022	0.2397	0.4185	-0.1838	0.4161	0.0260	0.0811	0.0179	-0.0614	-0.0014
ATR_003_set5__314	-0.5065	-0.8776	-0.9474	-0.5273	-0.9489	-0.6925	-0.4199	-0.8676	-0.5186	-0.5535
ATR_003_set5__33	-0.5204	-0.6953	-0.9428	0.2243	-1.1817	-0.7480	-0.2241	-0.3397	-0.7144	-0.4934
ATR_003_set5__349	-0.2905	-0.0941	0.1528	-0.1570	0.3075	-0.4305	-0.1693	-0.2715	-0.2432	-0.1268
ATR_003_set5__360	0.7175	1.2519	0.7803	0.2415	1.1929	1.0762	0.8899	0.4619	0.6158	0.8917
ATR_003_set5__38	0.4617	0.8325	0.8563	0.4826	1.1644	0.3580	0.6716	0.7736	0.4629	-0.0825
ATR_003_set7__177	-0.0694	-0.2635	0.4379	-0.1691	0.2889	-0.0171	-0.0997	-0.0720	-0.1932	-0.1897
ATR_003_set7__185	-0.2586	-0.3329	0.2166	-0.4094	0.6694	-0.1735	-0.2031	-0.4959	-0.2591	-0.0772
ATR_003_set7__207	0.1302	0.2079	0.3686	-0.2546	0.5500	0.1019	0.1138	-0.0107	0.0860	0.1318
ATR_003_set8__102	-0.2795	-0.3983	-0.6255	0.0067	-0.7725	-0.2170	-0.2271	-0.2597	-0.2046	-0.3703
ATR_003_set8__138	0.2305	0.0975	-0.3966	0.7563	-0.5082	0.1637	0.1515	0.1269	0.2412	0.1677
ATR_003_set8__201	-0.1053	-0.0718	0.2584	-0.2277	0.3733	-0.0603	0.0130	0.0635	-0.1354	0.0273
ATR_003_set8__252	-0.5627	-0.4897	-0.4353	-0.7793	-0.5102	-0.4889	-0.5062	-0.6906	-0.4465	-0.4961
ATR_003_set8__326	-0.1645	-0.0991	-0.6199	0.3121	-0.6995	-0.1258	-0.2127	-0.0561	-0.0620	-0.2387
ATR_003_set8__543	-0.3014	-0.2879	-0.4876	0.5252	-0.8043	-0.1126	-0.2158	-0.1437	-0.2267	-0.2457
ATR_003_set8__555	-0.2954	-0.2377	-0.5907	0.0564	-0.6471	-0.2934	-0.2348	0.0245	-0.1120	-0.4150
ATR_003_set8__556	-0.3387	-0.3967	-0.4376	-0.5610	-0.6674	-0.1400	-0.4339	-0.7143	-0.2383	-0.3535
ATR_003_set8__590	-0.1670	0.0757	-0.9215	0.2160	-0.9110	0.2338	-0.3924	0.5907	-0.0059	0.2369
ATR_003_set8__601	0.0731	-0.0099	0.4409	-0.3639	0.4413	-0.0492	0.0554	0.0258	0.0193	0.0720
ATR_003_set8__644	-0.2056	-0.1818	-0.6794	0.2022	-0.7864	-0.0971	-0.2078	-0.1111	-0.1212	-0.1702
ATR_003_set8__680	-1.1160	-1.5147	-1.4477	-0.7975	-1.4510	-1.0497	-1.2237	-1.2007	-1.0200	-1.1745
ATR_003_set8__693	-0.0065	0.1374	-0.2011	0.2660	-0.3822	0.0956	0.1369	-0.1072	0.1100	0.1713
ATR_003_set8__8	0.0510	-0.1612	-0.4328	0.8743	-0.4696	-0.1828	-0.0891	0.0566	0.0909	0.3684
ATR_003_set9__101	-0.2212	-0.3379	-0.5903	-0.0348	-0.8328	-0.1863	-0.1522	-0.3002	-0.2269	-0.1933
ATR_003_set9__102	0.1139	0.3291	0.3963	0.0120	0.4365	0.1349	0.1749	-0.0857	0.0584	0.1116
ATR_003_set9__178	-0.2884	-0.4546	-0.7756	0.4901	-0.8269	-0.2141	-0.2961	-0.1068	-0.2609	-0.2316
ATR_003_set9__199	-0.1349	-0.0635	-0.5135	-0.2709	-0.6558	0.0282	0.0879	-0.0954	-0.0043	-0.0525
ATR_003_set9__215	-0.4822	-0.3934	-0.9941	-0.6847	-0.9678	-0.4664	-0.4859	-0.6559	-0.4433	-0.5058
ATR_003_set9__244	0.2011	0.2234	-0.1273	0.6575	-0.3405	0.4795	0.4133	0.2253	0.3419	0.1748
ATR_003_set9__370	0.8457	0.9363	1.0856	0.6915	1.1420	0.7314	0.9172	0.4251	0.7413	0.6617
ATR_003_set9__382	0.2081	-0.0116	-0.2868	0.2463	-0.3367	0.1794	0.2921	0.1767	0.2380	0.1159
ATR_003_set9__410	0.6272	0.3741	-0.1199	1.3407	-0.3551	0.6258	0.5728	0.5770	0.6140	0.4226
ATR_003_set9__439	0.1646	0.1801	0.5531	-0.0104	0.5599	0.1220	0.1043	0.0725	0.1079	0.1179
ATR_003_set9__502	0.3203	0.3797	0.6224	0.0344	0.6294	0.3272	0.2605	0.2365	0.2824	0.2784
ATR_003_set9__572	0.0412	0.1131	0.3474	-0.1204	0.4200	0.1070	-0.0251	0.1681	0.0771	0.0561
ATR_003_set9__595	-0.3791	-0.4457	-0.7598	-0.3910	-0.8625	-0.2709	-0.0404	-0.2454	-0.2136	-0.3949
ATR_003_set9__655	-0.1087	0.1279	-0.5330	-0.2426	-0.7256	-0.0880	0.0982	-0.0473	-0.1948	-0.1677
ATR_003_set9__70	-0.3955	-0.2155	-0.7633	0.0137	-0.8351	-0.0816	-0.3185	-0.3147	-0.2962	-0.2030
ATR_003_set9__719	-0.2153	-0.1508	0.1982	-0.4330	0.2977	-0.1777	-0.1821	-0.2082	-0.2485	-0.1621
ATR_004_set11__102	-0.1018	-0.1068	0.2891	-0.3512	0.3321	-0.0813	-0.0711	-0.0818	-0.1368	-0.0936
ATR_004_set11__128	0.3809	0.4159	0.6317	0.1830	0.7155	0.3342	0.3638	0.3465	0.3125	0.3705
ATR_004_set11__133	-0.1112	-0.0744	0.2790	-0.1759	0.1869	-0.1859	0.0464	-0.1508	-0.1502	-0.1447
ATR_004_set11__28	0.1694	0.1775	0.4720	-0.0402	0.5856	0.1213	0.1416	0.1261	0.0900	0.1384
ATR_004_set12__108	-0.1714	-0.3123	-0.4576	0.2369	-0.6098	-0.1047	-0.1275	-0.2140	-0.2331	-0.2750
ATR_004_set12__164	-0.2531	-0.2428	0.1775	-0.6540	0.1133	-0.2332	-0.2577	-0.2003	-0.2829	-0.2515
ATR_004_set12__95	0.1830	0.1593	0.5714	0.0170	0.5828	0.1562	0.1310	0.1522	0.1224	0.1513
ATR_004_set13__106	-0.1527	-0.2098	-0.4234	0.4813	-0.4031	0.0002	-0.0168	-0.1739	-0.0478	-0.0572
ATR_004_set13__202	-0.5966	-0.4129	-0.7020	-0.1830	-0.8034	-0.3978	-0.3785	-0.4913	-0.4014	-0.5574
ATR_004_set13__265	-0.5219	-0.5901	-0.7765	-0.3491	-0.8929	-0.5846	-0.4376	-0.5494	-0.4639	-0.6684
ATR_004_set13__281	-0.1004	-0.0546	-0.4664	0.6496	-0.5844	-0.1314	-0.0453	-0.1911	-0.0676	-0.2561
ATR_004_set13__310	0.4230	0.4773	-0.0117	0.4829	-0.0834	0.6519	0.4837	0.0205	0.5350	0.4427
ATR_004_set13__337	0.1875	0.0855	-0.3325	0.4339	-0.4261	0.1698	0.2844	0.1551	0.2745	0.0493
ATR_004_set13__357	0.2441	0.2323	-0.2512	0.9219	-0.3124	0.2305	0.1958	0.1591	0.2173	-0.0012
ATR_004_set13__387	-0.7016	-0.5508	-0.7057	0.0104	-0.8411	-0.5011	-0.5065	-0.7067	-0.5621	-0.4808
ATR_004_set13__436	0.0088	0.0313	-0.1760	0.8043	-0.3915	0.1627	0.0040	-0.0515	0.0136	-0.0335
ATR_004_set13__444	0.0688	0.2860	-0.4377	0.0169	-0.7137	0.1185	-0.0665	0.0198	0.0741	-0.1553
ATR_004_set13__50	-0.1266	0.1680	-0.4049	0.4388	-0.4551	0.0222	0.0297	-0.1935	-0.0565	-0.0904
ATR_004_set14__120	-0.6483	-0.5402	-0.6302	-0.4545	-0.5610	-0.3877	-0.1905	-0.5061	-0.4576	-0.5159
ATR_004_set14__230	-0.1278	0.1605	-0.2328	1.1391	-0.0934	0.0690	-0.1779	-0.0028	0.0291	-0.1389
ATR_004_set14__313	-0.4711	-0.2780	-0.6206	0.2454	-0.6615	-0.2975	-0.3796	-0.3550	-0.3651	-0.4231
ATR_004_set14__319	-0.0812	0.1037	-0.4645	0.5214	-0.5326	0.0410	0.0730	-0.0581	0.0404	-0.0455
ATR_004_set14__339	-0.1850	-0.2129	-0.6978	0.1575	-0.7348	-0.1403	-0.0840	-0.1871	-0.0110	-0.1518
ATR_004_set14__409	-0.1056	0.0639	-0.5160	0.3198	-0.2915	0.0010	0.0299	-0.2764	0.0873	0.0933
ATR_004_set14__47	-0.4264	-0.1775	-0.4168	0.4360	-0.4041	-0.0967	-0.1152	-0.5233	-0.2765	-0.3849
ATR_004_set14__506	-0.0297	0.2285	-0.4224	0.6380	-0.4885	0.0863	0.0724	0.2928	0.0167	-0.1003
ATR_004_set14__519	-1.6015	-1.8299	-0.5392	-1.5178	-1.2542	-1.1722	-1.6834	-1.4454	-1.3223	-0.8601
ATR_004_set14__585	0.2248	0.2817	-0.2703	0.7311	-0.3547	0.3361	0.1801	0.2049	0.3094	0.2822
ATR_004_set14__67	0.6494	0.5373	-0.1393	0.6016	-0.3083	0.6771	0.6774	0.6681	0.8263	0.6714
ATR_004_set14__76	-0.4517	-0.4984	-0.6501	-0.2936	-0.6763	-0.3417	-0.3876	-0.2816	-0.3373	-0.2848
ATR_004_set15__136	0.2498	0.2602	-0.2351	0.4637	-0.6071	0.2386	0.3942	0.0197	0.3257	0.1862
ATR_004_set16__130	-0.2199	-0.0588	-0.5589	-0.0137	-0.6287	-0.0926	-0.2683	0.1055	-0.1769	-0.0828
ATR_004_set16__133	-0.0741	0.1485	-0.3885	0.5098	-0.1831	0.0131	0.0632	-0.0627	-0.0060	-0.0700
ATR_004_set16__157	0.0856	-0.1260	-0.5391	0.8489	-0.4741	0.0729	0.0357	0.1212	0.0888	-0.0516
ATR_004_set16__194	-0.2010	-0.1374	-0.6395	0.0609	-0.4581	-0.0509	-0.0932	-0.4251	-0.2443	-0.0185
ATR_004_set16__229	-0.0216	-0.0055	-0.4807	0.4854	-0.3951	-0.0399	0.0806	-0.3790	0.0631	-0.0995
ATR_004_set16__302	-0.4622	-0.4177	-0.6988	-0.0295	-0.7398	-0.4042	-0.3744	-0.6676	-0.4063	-0.4371
ATR_004_set16__337	-0.2872	-0.3129	-0.6456	0.0186	-0.6437	-0.0846	-0.1979	-0.1632	-0.1792	-0.3766
ATR_004_set16__381	-0.0978	0.0667	-0.4851	0.3852	-0.5696	-0.0479	-0.1146	-0.0144	-0.0710	-0.0797
ATR_004_set16__399	0.0243	-0.0418	-0.5145	1.0123	-0.6016	-0.0920	-0.0507	-0.1324	-0.0661	-0.0899
ATR_004_set16__44	-0.7577	-0.5246	-0.7816	-0.3286	-0.6534	-0.5989	-0.6791	-0.4751	-0.5826	-0.6649
ATR_004_set16__450	-0.3854	-0.5027	-0.6953	0.0215	-0.7503	-0.3265	-0.3155	-0.5138	-0.3598	-0.3933
ATR_004_set16__506	-0.0462	-0.2221	-0.3997	0.6442	-0.4745	-0.0585	-0.1572	-0.1481	0.0674	-0.3007
ATR_004_set16__520	-0.7209	-0.4608	-1.3612	-0.1628	0.0844	-0.2125	-0.5483	-0.5014	-0.5386	-0.7367
ATR_004_set16__55	-0.4680	-0.4662	-1.0357	0.3458	-0.9401	-0.5602	-0.4240	-0.3268	-0.4626	-0.7465
ATR_004_set16__706	-0.2489	-0.8848	-0.8343	0.2020	-0.8079	-0.4382	-0.1710	0.1844	-0.3536	-0.4711
ATR_004_set16__787	-0.3215	-0.2946	-0.5757	0.4505	-0.5877	-0.1903	-0.1709	-0.3587	-0.2652	-0.3836
ATR_004_set16__792	0.8253	0.8483	0.2325	0.9657	0.1484	0.6602	1.0608	0.5383	0.8660	0.9231
ATR_004_set16__798	-0.4521	-0.3448	-0.6008	0.2362	-0.7802	-0.2628	-0.3287	-0.4600	-0.3763	-0.5122
ATR_004_set16__804	-0.0388	-0.1798	-0.3661	0.3027	-0.1017	0.1674	0.0186	-0.0871	0.1061	-0.0525
ATR_004_set16__830	0.8055	0.9567	-0.1159	0.6542	-0.2588	0.8492	0.5919	0.8625	0.9021	0.8739
ATR_004_set16__865	-0.3738	-0.1735	-0.7419	0.1493	-0.6627	-0.2869	-0.2784	-0.2697	-0.2945	-0.3057
ATR_004_set16__873	-0.2160	-0.0661	-0.6231	0.4832	-0.4458	-0.1513	-0.1281	-0.2024	-0.1796	-0.2814
ATR_004_set16__899	-0.5257	-0.6866	-0.7794	0.1343	-0.7364	-0.4242	-0.4793	-0.6711	-0.5657	-0.4767
ATR_004_set16__909	0.1584	0.1323	-0.2668	0.6199	-0.2579	-0.1117	0.1366	-0.1920	0.2669	0.2617
ATR_004_set16__935	-0.9075	-1.0613	-0.9674	-0.6188	-1.0182	-0.8247	-0.7554	-1.1789	-0.8531	-0.9877
ATR_004_set16__962	-0.9421	-0.9220	-1.0516	-0.7025	-0.9509	-0.8247	-0.6808	-0.7913	-0.7001	-0.9249
ATR_004_set18__184	0.0578	0.0022	-0.4751	0.2065	-0.5949	0.1432	0.0052	-0.0098	0.1480	0.1077
ATR_004_set18__202	0.3466	0.4700	0.6143	0.2974	0.6660	0.3556	0.3537	0.3415	0.2884	0.2675
ATR_004_set18__21	-0.0107	-0.3395	0.2042	-0.3910	0.2109	-0.1221	0.1045	-0.0849	-0.1106	-0.1428
ATR_004_set18__94	0.2461	0.3842	0.6182	0.0714	0.6114	0.2490	0.2694	0.3736	0.2336	0.2347
ATR_004_set18__98	-0.6154	-0.5101	-0.4172	-1.1281	-0.7847	-0.7676	-0.8411	-0.5189	-0.6356	-0.1875
ATR_004_set1__113	-0.1107	-0.1852	-0.5449	0.5109	-0.6423	0.0468	-0.1002	-0.4591	0.0250	-0.1347
ATR_004_set1__127	-0.1962	-0.2511	-0.1138	0.1297	-0.0337	-0.2549	-0.1559	-0.2051	-0.2438	-0.2512
ATR_004_set1__18	-0.5827	-0.6598	-0.8270	-0.4134	-1.0630	-0.5147	-0.4493	-0.5038	-0.5206	-0.5023
ATR_004_set1__184	0.0914	0.2168	-0.4792	0.2047	-0.6605	0.1789	0.1185	-0.0843	0.1601	0.1238
ATR_004_set1__256	0.4036	0.3098	-0.2362	0.1557	-0.5306	0.4355	0.1668	0.5071	0.3380	0.3681
ATR_004_set1__342	0.0067	0.0650	-0.6323	-0.0424	-0.5392	0.3394	-0.0127	0.1679	0.1083	0.0252
ATR_004_set1__385	0.1374	0.2784	0.2776	-0.1168	0.3778	0.1870	-0.0499	0.1007	0.0492	0.0202
ATR_004_set1__409	-0.4467	-0.2728	-0.6276	-0.3587	-0.8266	-0.6009	-0.3755	-0.5632	-0.3016	-0.3920
ATR_004_set1__423	-0.2692	-0.5696	-0.1987	-0.0535	0.1298	0.0739	-0.5644	0.0764	-0.1544	-0.1263
ATR_004_set1__515	0.1440	0.1235	-0.4063	0.5947	-0.7275	0.1589	0.2208	0.1721	0.1175	-0.0372
ATR_004_set1__531	-0.2608	-0.5009	-0.6572	-0.0627	-0.7072	-0.2388	-0.2297	-0.4741	-0.2838	-0.2503
ATR_004_set1__568	-0.2241	-0.1841	-0.4024	0.1827	-0.8904	0.2386	-0.0433	0.1857	0.0983	-0.1493
ATR_004_set1__72	0.2492	0.1832	-0.3727	0.2921	-0.5793	0.2048	0.3112	0.1437	0.2285	0.2456
ATR_004_set1__728	0.1633	0.4856	0.0657	0.1215	0.6490	0.2329	-0.0019	0.3155	0.0231	0.1644
ATR_004_set1__741	-0.0043	0.0290	-0.4545	0.4152	-0.5506	0.2516	0.2018	-0.0131	0.0546	0.0526
ATR_004_set1__754	-0.5095	-0.7336	-0.9102	-0.3334	-0.9666	-0.6825	-0.3825	-0.6633	-0.4578	-0.5248
ATR_004_set1__874	-0.4027	-0.3920	-0.7493	0.4168	-0.8063	-0.6352	-0.4731	-0.2321	-0.3086	-0.3524
ATR_004_set1__881	-0.6351	-0.4050	-0.7925	-1.1000	-0.8953	-0.3833	-0.4302	-0.1322	-0.6379	-0.6772
ATR_004_set1__893	0.2311	-0.3596	-0.5603	-0.0918	-0.7113	0.0008	0.3537	0.1851	0.2785	-0.0645
ATR_004_set1__923	-0.7681	-0.6395	-0.5649	-1.1002	-0.2734	-0.4647	-0.5143	-0.5048	-0.6159	-0.5077
ATR_004_set1__949	-0.3702	-0.3499	-0.5167	0.0615	-0.8831	-0.1047	-0.2824	-0.3337	-0.1310	-0.3129
ATR_004_set20__60	-0.3409	-0.5435	-0.6506	-0.0188	-0.7187	-0.3124	-0.5140	-0.2391	-0.3165	-0.4788
ATR_004_set20__64	-0.0093	-0.1280	-0.4778	0.8980	-0.6255	0.0610	0.0280	0.1086	-0.0250	-0.1708
ATR_004_set20__78	0.2539	0.2992	0.4910	0.0605	0.5596	0.1693	0.2358	0.1332	0.2025	0.1581
ATR_004_set2__114	0.7732	0.5175	-0.0618	0.1080	-0.4345	0.6865	0.6706	0.5109	0.6480	0.5034
ATR_004_set2__180	-0.2763	-0.2190	-0.0462	-0.4843	-0.0110	-0.2928	-0.2436	-0.2229	-0.3188	-0.0866
ATR_004_set2__190	0.2982	0.3850	0.5315	0.1386	0.6463	0.2965	0.3495	0.2617	0.2453	0.2794
ATR_004_set2__200	-0.2073	-0.4163	-0.7000	-0.0011	-0.3660	-0.1658	-0.1311	-0.1081	-0.1216	-0.1369
ATR_004_set2__41	-0.3189	-0.2025	-0.5933	-0.4069	-0.6307	-0.1595	-0.2884	-0.4327	-0.2031	-0.1804
ATR_004_set2__90	-0.1874	-0.9550	-0.2518	-0.1090	-0.3265	-0.7808	-0.4756	-0.2030	-0.4701	-0.1255
ATR_004_set5__176	0.0684	0.0501	-0.3666	-0.1520	-0.6970	0.1942	0.1199	-0.0347	0.1419	0.1184
ATR_004_set5__217	0.2573	0.2706	-0.3329	0.1699	-0.5926	0.0923	0.5505	-0.0487	0.2746	0.1764
ATR_004_set5__233	-0.4086	-0.7901	-0.7941	-0.6444	-0.7598	-0.5407	-0.2887	-0.6342	-0.4381	-0.5809
ATR_004_set5__237	0.1000	-0.0561	-0.1343	0.6776	-0.5839	-0.0252	-0.1457	-0.0910	0.2121	0.1302
ATR_004_set5__268	-0.0775	0.2263	-0.2146	0.6091	-0.3223	0.2670	0.1551	0.3374	0.1126	-0.0967
ATR_004_set5__276	-0.0473	-0.1720	-0.5765	0.3958	-0.5794	0.0272	0.0185	-0.1729	0.0001	-0.0572
ATR_004_set5__364	0.0323	-0.3659	-0.2806	0.9383	-0.4144	-0.0335	-0.0268	0.2912	0.0119	0.0546
ATR_004_set5__424	-0.0591	-0.1375	-0.3764	0.7865	-0.2527	-0.0166	-0.0734	0.0566	0.1038	-0.0233
ATR_004_set5__47	-0.3224	-0.1548	0.1220	-0.4649	0.3249	-0.3110	-0.1775	-0.3817	-0.2251	-0.3439
ATR_004_set5__478	-0.3103	-0.2111	-0.8533	0.0016	-0.7854	-0.1623	-0.3792	-0.3320	-0.1111	-0.2345
ATR_004_set5__49	-0.5952	-0.3667	-0.7834	-0.5910	-0.8103	-0.5232	-0.6727	-0.7410	-0.6802	-0.4929
ATR_004_set5__572	-0.0785	0.1127	-0.4481	0.1484	-0.3719	0.0440	-0.0011	-0.1095	-0.0551	-0.3453
ATR_004_set5__578	-0.1311	-0.0821	-0.7748	-0.3321	-1.0664	-0.3377	0.0966	0.0966	-0.3216	-0.3646
ATR_004_set5__614	-0.3064	-0.1471	-0.7419	-0.2573	-0.7068	-0.1954	-0.2911	-0.1175	-0.2474	-0.1717
ATR_004_set5__615	0.1464	0.2780	-0.3628	0.1477	-0.4367	-0.0537	0.3411	-0.4029	0.1520	0.0713
ATR_004_set5__622	-0.2031	-0.1536	-0.5191	0.2818	-0.7715	-0.1687	-0.2954	-0.2747	-0.1970	-0.2144
ATR_004_set5__695	0.1444	-0.3954	0.0402	1.4238	-0.1735	0.0199	-0.0239	0.7963	0.1421	0.3644
ATR_004_set5__698	-0.4570	-0.4998	-1.0649	0.3003	-0.9896	-0.3238	-0.5974	-0.7501	-0.3585	-0.2724
ATR_004_set5__715	0.3527	0.6080	-0.4426	0.4108	-0.5790	0.3393	0.0534	0.0300	0.2777	0.4136
ATR_004_set5__779	-0.0842	-0.4031	-0.0703	0.8143	-0.4430	-0.1299	-0.2620	0.2696	-0.1531	-0.0630
ATR_004_set5__83	-0.8212	-0.7862	-0.6407	-0.9545	-0.8700	-0.3106	-0.4577	-0.5942	-0.6742	-0.4102
ATR_004_set5__861	0.0843	-0.0709	-0.5008	0.5014	-0.4752	0.2279	0.1611	-0.1666	0.1961	0.1382
ATR_004_set5__903	-0.2944	-0.4068	-0.9499	-0.0459	-0.4443	-0.3522	-0.3012	-0.4596	-0.1828	-0.2223
ATR_004_set5__92	-0.0288	0.3477	-0.4220	1.0968	-0.5020	0.3209	0.0590	0.4593	0.1966	0.2094
ATR_004_set6__16	-0.1754	-0.2010	-0.5530	0.2042	-0.6539	-0.1445	-0.1820	-0.1384	-0.0951	-0.2397
ATR_004_set6__214	0.5919	0.5421	0.8861	-0.0329	0.8217	0.4203	0.6282	0.6346	0.3772	0.4274
ATR_004_set6__56	0.0691	-0.3104	-0.0443	-0.0605	0.2276	-0.1056	-0.3555	-0.2324	0.0379	-0.0315
ATR_004_set6__78	-0.0105	0.0085	0.4092	-0.3627	0.2989	0.0501	0.0306	0.2025	-0.0314	0.0760
ATR_004_set6__96	-0.1198	0.1963	-0.3690	-0.3059	-0.3791	0.0086	0.0818	-0.1285	0.0097	-0.2133
